segment,segment_value,factors,bin_label,n,win_roi,place_roi,confidence
COURSE_27,04_ダ_中距離,bamei_hahachichi,アグネスタキオン,251,58.2,67.7,0.621
COURSE_27,04_ダ_中距離,bamei_hahachichi,アグネスデジタル,81,18.7,41.1,0.41
COURSE_27,04_ダ_中距離,bamei_hahachichi,アドマイヤベガ,45,43.1,128.1,0.318
COURSE_27,04_ダ_中距離,bamei_hahachichi,アドマイヤムーン,42,61.3,38.5,0.308
COURSE_27,04_ダ_中距離,bamei_hahachichi,アフリート,68,35.1,28.0,0.381
COURSE_27,04_ダ_中距離,bamei_hahachichi,エルコンドルパサー,45,0.0,63.3,0.318
COURSE_27,04_ダ_中距離,bamei_hahachichi,エンドスウィープ,49,104.8,131.5,0.33
COURSE_27,04_ダ_中距離,bamei_hahachichi,エンパイアメーカー,83,47.3,93.6,0.415
COURSE_27,04_ダ_中距離,bamei_hahachichi,エーピーインディ,31,31.8,43.2,0.268
COURSE_27,04_ダ_中距離,bamei_hahachichi,キングカメハメハ,261,122.6,115.4,0.628
COURSE_27,04_ダ_中距離,bamei_hahachichi,キングヘイロー,40,57.8,183.8,0.302
COURSE_27,04_ダ_中距離,bamei_hahachichi,キングマンボ,33,354.1,146.9,0.276
COURSE_27,04_ダ_中距離,bamei_hahachichi,クロフネ,285,44.6,72.2,0.645
COURSE_27,04_ダ_中距離,bamei_hahachichi,グラスワンダー,32,9.9,43.6,0.272
COURSE_27,04_ダ_中距離,bamei_hahachichi,コロナドズクエスト,33,36.1,40.1,0.276
COURSE_27,04_ダ_中距離,bamei_hahachichi,ゴールドアリュール,117,35.8,70.0,0.476
COURSE_27,04_ダ_中距離,bamei_hahachichi,サウスヴィグラス,56,165.6,106.9,0.35
COURSE_27,04_ダ_中距離,bamei_hahachichi,サクラバクシンオー,63,119.8,58.6,0.369
COURSE_27,04_ダ_中距離,bamei_hahachichi,サクラローレル,37,460.2,129.1,0.291
COURSE_27,04_ダ_中距離,bamei_hahachichi,サンデーサイレンス,268,52.0,105.2,0.633
COURSE_27,04_ダ_中距離,bamei_hahachichi,シンボリクリスエス,267,47.9,66.4,0.633
COURSE_27,04_ダ_中距離,bamei_hahachichi,ジェイドロバリー,34,15.6,51.5,0.28
COURSE_27,04_ダ_中距離,bamei_hahachichi,ジャイアンツコーズウェイ,56,65.6,69.4,0.35
COURSE_27,04_ダ_中距離,bamei_hahachichi,ジャングルポケット,86,118.8,102.8,0.421
COURSE_27,04_ダ_中距離,bamei_hahachichi,ステイゴールド,63,34.5,58.5,0.369
COURSE_27,04_ダ_中距離,bamei_hahachichi,ストームキャット,42,18.0,71.8,0.308
COURSE_27,04_ダ_中距離,bamei_hahachichi,スペシャルウィーク,159,54.7,46.2,0.533
COURSE_27,04_ダ_中距離,bamei_hahachichi,ゼンノロブロイ,104,113.6,69.5,0.454
COURSE_27,04_ダ_中距離,bamei_hahachichi,タイキシャトル,105,32.1,68.2,0.456
COURSE_27,04_ダ_中距離,bamei_hahachichi,タニノギムレット,46,9.0,30.4,0.321
COURSE_27,04_ダ_中距離,bamei_hahachichi,ダイワメジャー,78,16.2,29.3,0.404
COURSE_27,04_ダ_中距離,bamei_hahachichi,ダンスインザダーク,202,57.2,104.5,0.579
COURSE_27,04_ダ_中距離,bamei_hahachichi,ティンバーカントリー,62,14.4,53.4,0.366
COURSE_27,04_ダ_中距離,bamei_hahachichi,ディストーテッドヒューマー,32,54.1,166.8,0.272
COURSE_27,04_ダ_中距離,bamei_hahachichi,ディープインパクト,162,57.7,47.7,0.537
COURSE_27,04_ダ_中距離,bamei_hahachichi,デヒア,35,45.4,67.3,0.284
COURSE_27,04_ダ_中距離,bamei_hahachichi,トニービン,49,52.5,50.9,0.33
COURSE_27,04_ダ_中距離,bamei_hahachichi,ネオユニヴァース,181,66.1,104.0,0.558
COURSE_27,04_ダ_中距離,bamei_hahachichi,ハーツクライ,86,61.0,47.1,0.421
COURSE_27,04_ダ_中距離,bamei_hahachichi,ハービンジャー,46,27.4,49.3,0.321
COURSE_27,04_ダ_中距離,bamei_hahachichi,フォーティナイナー,55,28.9,102.2,0.348
COURSE_27,04_ダ_中距離,bamei_hahachichi,フサイチコンコルド,37,82.3,330.3,0.291
COURSE_27,04_ダ_中距離,bamei_hahachichi,フサイチペガサス,41,71.5,53.1,0.305
COURSE_27,04_ダ_中距離,bamei_hahachichi,フジキセキ,213,51.5,70.0,0.589
COURSE_27,04_ダ_中距離,bamei_hahachichi,フレンチデピュティ,230,96.8,73.1,0.604
COURSE_27,04_ダ_中距離,bamei_hahachichi,ブライアンズタイム,195,49.3,81.4,0.572
COURSE_27,04_ダ_中距離,bamei_hahachichi,ブラックタイド,33,14.6,61.6,0.276
COURSE_27,04_ダ_中距離,bamei_hahachichi,ホワイトマズル,64,17.5,23.8,0.371
COURSE_27,04_ダ_中距離,bamei_hahachichi,マヤノトップガン,37,43.9,166.7,0.291
COURSE_27,04_ダ_中距離,bamei_hahachichi,マンハッタンカフェ,126,64.2,63.2,0.489
COURSE_27,04_ダ_中距離,bamei_hahachichi,マーベラスサンデー,36,23.1,35.0,0.287
COURSE_27,04_ダ_中距離,bamei_hahachichi,ロージズインメイ,30,0.0,44.5,0.264
COURSE_27,04_ダ_中距離,bamei_hahachichi,ワイルドラッシュ,75,62.3,104.1,0.397
